method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,clip_old_image_distance
quadratic,cross,7-text,7,A magazine cover with the headline “ELEGANCE”,data/quadratic/cross/7-text/7.png,0.2382768988609314,0.866191029548645,0.5173177719116211
quadratic,cross,7-text,8,A magazine cover with the headline “GLAMOUR”,data/quadratic/cross/7-text/8.png,0.21028557419776917,0.8177493810653687,0.6037392020225525
quadratic,cross,7-text,9,A magazine cover with the headline “FEATURES”,data/quadratic/cross/7-text/9.png,0.24415987730026245,0.9728128910064697,0.23318301141262054
quadratic,cross,7-text,10,A magazine cover with the headline “INSPIRE”,data/quadratic/cross/7-text/10.png,0.2171228528022766,0.9181956052780151,0.4044857919216156
quadratic,cross,8-texture,1,A cup with a rough surface,data/quadratic/cross/8-texture/1.png,0.32129836082458496,0.9475529193878174,0.3238740861415863
quadratic,cross,8-texture,2,A cup with a shiny surface,data/quadratic/cross/8-texture/2.png,0.3200714588165283,0.9814356565475464,0.19268757104873657
quadratic,cross,8-texture,3,A cup with a matte surface,data/quadratic/cross/8-texture/3.png,0.30732521414756775,0.924978494644165,0.3873540163040161
quadratic,cross,8-texture,4,A cup with a soft surface,data/quadratic/cross/8-texture/4.png,0.3244066834449768,0.9696435332298279,0.2464003711938858
quadratic,cross,8-texture,5,A cup with a hard surface,data/quadratic/cross/8-texture/5.png,0.3047157824039459,0.9639874696731567,0.26837459206581116
quadratic,cross,8-texture,6,A cup with a sticky surface,data/quadratic/cross/8-texture/6.png,0.31522417068481445,0.9441202282905579,0.3343046009540558
quadratic,cross,8-texture,7,A cup with a wet surface,data/quadratic/cross/8-texture/7.png,0.336852103471756,0.8711408376693726,0.5076596140861511
quadratic,cross,8-texture,8,A cup with a dry surface,data/quadratic/cross/8-texture/8.png,0.3220668435096741,0.9093456864356995,0.4258037209510803
quadratic,cross,8-texture,9,A cup with a grainy surface,data/quadratic/cross/8-texture/9.png,0.33579427003860474,0.9328124523162842,0.366571843624115
quadratic,cross,8-texture,10,A cup with a fuzzy surface,data/quadratic/cross/8-texture/10.png,0.3357102572917938,0.9625990390777588,0.2734990417957306
quadratic,cross,9-Transportation,1,A drawing of a boy driving a truck,data/quadratic/cross/9-Transportation/1.png,0.22989904880523682,0.9581207633018494,0.28941044211387634
quadratic,cross,9-Transportation,2,A drawing of a boy driving a motorcycle,data/quadratic/cross/9-Transportation/2.png,0.36004626750946045,0.6066859364509583,0.8869205713272095
quadratic,cross,9-Transportation,3,A drawing of a boy driving a bus,data/quadratic/cross/9-Transportation/3.png,0.25783681869506836,0.9052670001983643,0.4352765679359436
quadratic,cross,9-Transportation,4,A drawing of a boy driving a bicycle,data/quadratic/cross/9-Transportation/4.png,0.3837779760360718,0.5174980759620667,0.9823459982872009
quadratic,cross,9-Transportation,5,A drawing of a boy driving a scooter,data/quadratic/cross/9-Transportation/5.png,0.2860978841781616,0.8709383010864258,0.508058488368988
quadratic,cross,9-Transportation,6,A drawing of a boy driving a train,data/quadratic/cross/9-Transportation/6.png,0.2613445520401001,0.8721604347229004,0.5056468844413757
quadratic,cross,9-Transportation,7,A drawing of a boy driving a submarine,data/quadratic/cross/9-Transportation/7.png,0.3360486626625061,0.8160321712493896,0.6065768599510193
quadratic,cross,9-Transportation,8,A drawing of a boy driving a helicopter,data/quadratic/cross/9-Transportation/8.png,0.285493403673172,0.8495537042617798,0.548536479473114
quadratic,cross,9-Transportation,9,A drawing of a boy driving a jet,data/quadratic/cross/9-Transportation/9.png,0.28677988052368164,0.9116949439048767,0.4202497899532318
quadratic,cross,9-Transportation,10,A drawing of a boy driving a spaceship,data/quadratic/cross/9-Transportation/10.png,0.283607542514801,0.8527928590774536,0.5425993800163269
